TOTAL,Código de unidad,Código de entidad,Código de sector,Unidad,Sector,Entidad,Cuenta,Cuenta_n,Subcuenta,Subcuenta_n,Objeto,Objeto_n,Ordinal,Ordinal_n,Tipo de gasto
24532881236.0,131300,1313,13,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Hacienda,Superintendencia financiera de colombia,ADQUISICIÓN DE BIENES  Y SERVICIOS,02,,,,,,,Funcionamiento
636200000.0,131300,1313,13,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Hacienda,Superintendencia financiera de colombia,TRANSFERENCIAS CORRIENTES,03,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,02,A ORGANIZACIONES INTERNACIONALES ,02,,,Funcionamiento
40964201427.0,131300,1313,13,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Hacienda,Superintendencia financiera de colombia,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,MESADAS PENSIONALES (DE PENSIONES),001,Funcionamiento
432407749.0,131300,1313,13,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Hacienda,Superintendencia financiera de colombia,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,CUOTAS PARTES PENSIONALES (DE PENSIONES),002,Funcionamiento
420000000.0,131300,1313,13,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Hacienda,Superintendencia financiera de colombia,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),012,Funcionamiento
52500000.0,131300,1313,13,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Hacienda,Superintendencia financiera de colombia,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,AUXILIOS FUNERARIOS (OTRAS PRESTACIONES DE JUBILACIÓN),014,Funcionamiento
425989659.0,131300,1313,13,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Hacienda,Superintendencia financiera de colombia,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,PLANES COMPLEMENTARIOS DE SALUD (NO DE PENSIONES),029,Funcionamiento
115000000.0,131300,1313,13,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Hacienda,Superintendencia financiera de colombia,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,IMPUESTOS ,01,,,,,Funcionamiento
43000000.0,131300,1313,13,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Hacienda,Superintendencia financiera de colombia,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,TASAS Y DERECHOS ADMINISTRATIVOS,03,,,,,Funcionamiento
660000000.0,131300,1313,13,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Hacienda,Superintendencia financiera de colombia,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,CONTRIBUCIONES,04,CUOTA DE FISCALIZACIÓN Y AUDITAJE,01,,,Funcionamiento
3841826042.0,131300,1313,13,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Hacienda,Superintendencia financiera de colombia,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,FONDO DE CONTINGENCIAS,04,APORTES AL FONDO DE CONTINGENCIAS,01,,,Deuda
61066305153.0,131300,1313,13,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Hacienda,Superintendencia financiera de colombia,,,,,,,,,Inversión
83406073486.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
30269037419.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
6425929188.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
30206928672.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),GASTOS DE PERSONAL,01,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,02,SALARIO,01,,,Funcionamiento
10966881422.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),GASTOS DE PERSONAL,01,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,02,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
1729436451.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),GASTOS DE PERSONAL,01,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,02,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
26670403632.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),ADQUISICIÓN DE BIENES  Y SERVICIOS,02,,,,,,,Funcionamiento
27000000.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),TRANSFERENCIAS CORRIENTES,03,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,02,A ORGANIZACIONES INTERNACIONALES ,02,,,Funcionamiento
4981000000.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,03,A ÓRGANOS DEL PGN,01,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,999,Funcionamiento
478000000.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),012,Funcionamiento
13638000000.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),TRANSFERENCIAS CORRIENTES,03,SENTENCIAS Y CONCILIACIONES,10,,,,,Funcionamiento
20000000.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,IMPUESTOS ,01,,,,,Funcionamiento
5616441732.0,131401,1314,13,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,Hacienda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),,,,,,,,,Inversión
17254847900.0,131500,1315,13,FONDO ADAPTACIÓN,Hacienda,Fondo adaptación,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
6434016500.0,131500,1315,13,FONDO ADAPTACIÓN,Hacienda,Fondo adaptación,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
7665199900.0,131500,1315,13,FONDO ADAPTACIÓN,Hacienda,Fondo adaptación,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
18164334500.0,131500,1315,13,FONDO ADAPTACIÓN,Hacienda,Fondo adaptación,ADQUISICIÓN DE BIENES  Y SERVICIOS,02,,,,,,,Funcionamiento
64300000.0,131500,1315,13,FONDO ADAPTACIÓN,Hacienda,Fondo adaptación,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),012,Funcionamiento
200000.0,131500,1315,13,FONDO ADAPTACIÓN,Hacienda,Fondo adaptación,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,IMPUESTOS ,01,,,,,Funcionamiento
1415000000.0,131500,1315,13,FONDO ADAPTACIÓN,Hacienda,Fondo adaptación,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,CONTRIBUCIONES,04,CUOTA DE FISCALIZACIÓN Y AUDITAJE,01,,,Funcionamiento
602203727468.0,131500,1315,13,FONDO ADAPTACIÓN,Hacienda,Fondo adaptación,,,,,,,,,Inversión
21818288933306.0,140100,1401,14,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,SERVICIO DE LA DEUDA PÚBLICA EXTERNA,09,PRINCIPAL,01,PRÉSTAMOS,02,,,Deuda
10991599194813.0,140100,1401,14,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,SERVICIO DE LA DEUDA PÚBLICA EXTERNA,09,INTERESES,02,TÍTULOS DE DEUDA,01,,,Deuda
7761449789281.0,140100,1401,14,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,SERVICIO DE LA DEUDA PÚBLICA EXTERNA,09,INTERESES,02,PRÉSTAMOS,02,,,Deuda
54946652123.0,140100,1401,14,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,SERVICIO DE LA DEUDA PÚBLICA EXTERNA,09,COMISIONES Y OTROS GASTOS,03,TÍTULOS DE DEUDA,01,,,Deuda
90507197680.0,140100,1401,14,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,SERVICIO DE LA DEUDA PÚBLICA EXTERNA,09,COMISIONES Y OTROS GASTOS,03,PRÉSTAMOS,02,,,Deuda
6919994796.0,140100,1401,14,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,SERVICIO DE LA DEUDA PÚBLICA EXTERNA,09,COMISIONES Y OTROS GASTOS,03,OTRAS CUENTAS POR PAGAR ,03,,,Deuda
34836582854626.0,140100,1401,14,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,PRINCIPAL,01,TÍTULOS DE DEUDA,01,,,Deuda
28001000000.0,140100,1401,14,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,PRINCIPAL,01,PRÉSTAMOS,02,,,Deuda
4000000000000.0,140100,1401,14,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,PRINCIPAL,01,OTRAS CUENTAS POR PAGAR ,03,,,Deuda
38357936153533.0,140100,1401,14,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,INTERESES,02,TÍTULOS DE DEUDA,01,,,Deuda
280000000.0,140100,1401,14,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,INTERESES,02,PRÉSTAMOS,02,,,Deuda
294809849793.0,140100,1401,14,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,COMISIONES Y OTROS GASTOS,03,TÍTULOS DE DEUDA,01,,,Deuda
74110474087.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
14992366511.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
22668220428.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
100303560000.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,ADQUISICIÓN DE BIENES  Y SERVICIOS,02,,,,,,,Funcionamiento
83153820000.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,SUBVENCIONES,01,A EMPRESAS  PÚBLICAS NO FINANCIERAS ,02,SUBVENCIONES A SATENA S.A. COMO ÚNICO OPERADOR DE RUTAS SOCIALES. (ART. 240 LEY 1753 DE 2015),001,Funcionamiento
63280000.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,02,A ORGANIZACIONES INTERNACIONALES ,02,,,Funcionamiento
14501860000.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,03,A ÓRGANOS DEL PGN,01,PROGRAMA DE DESMOVILIZACIÓN Y SOMETIMIENTO (DECRETO 128 DE 2003 Y 965 DE 2020),023,Funcionamiento
16802171629.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,03,A ÓRGANOS DEL PGN,01,FONDO DE DEFENSA TÉCNICA Y ESPECIALIZADA DE LOS MIEMBROS DE LA FUERZA PÚBLICA,086,Funcionamiento
190000000000.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,03,A ÓRGANOS DEL PGN,01,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,999,Funcionamiento
11990720000.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,CUOTAS PARTES PENSIONALES (DE PENSIONES),002,Funcionamiento
97245460000.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,BONOS PENSIONALES (DE PENSIONES),004,Funcionamiento
611816853.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),012,Funcionamiento
61480000.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INDEMNIZACIÓN POR DISMINUCIÓN DE LA CAPACIDAD PSICOFÍSICA (NO DE PENSIONES),023,Funcionamiento
8010151200.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,TRANSFERIR AL FONDO DE SOLIDARIDAD DE LA CAJA DE VIVIENDA MILITAR Y DE POLICÍA. NUMERAL 5 PARÁGRAFO 2 ARTíCULO 1 LEY 1305 DE 2009 (NO DE PENSIONES),024,Funcionamiento
468411135792.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,SENTENCIAS Y CONCILIACIONES,10,,,,,Funcionamiento
7000000000.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,DISMINUCIÓN DE PASIVOS,07,CESANTÍAS,01,,,,,Funcionamiento
1100000.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,IMPUESTOS ,01,,,,,Funcionamiento
5000000.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,TASAS Y DERECHOS ADMINISTRATIVOS,03,,,,,Funcionamiento
43450000000.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,CONTRIBUCIONES,04,CUOTA DE FISCALIZACIÓN Y AUDITAJE,01,,,Funcionamiento
327684852349.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,PRINCIPAL,01,OTRAS CUENTAS POR PAGAR ,03,,,Deuda
1216740147487.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,FONDO DE CONTINGENCIAS,04,APORTES AL FONDO DE CONTINGENCIAS,01,,,Deuda
456034519405.0,150101,1501,15,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,Defensa y policía,Ministerio de defensa nacional,,,,,,,,,Inversión
20089178705.0,150102,1501,15,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
6442546808.0,150102,1501,15,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
2459648869.0,150102,1501,15,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
5031614200.0,150102,1501,15,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,02,SALARIO,01,,,Funcionamiento
2628068377.0,150102,1501,15,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,02,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
98442452941.0,150102,1501,15,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Defensa y policía,Ministerio de defensa nacional,ADQUISICIÓN DE BIENES  Y SERVICIOS,02,,,,,,,Funcionamiento
72000000.0,150102,1501,15,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),012,Funcionamiento
63000000.0,150102,1501,15,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Defensa y policía,Ministerio de defensa nacional,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INDEMNIZACIÓN POR DISMINUCIÓN DE LA CAPACIDAD PSICOFÍSICA (NO DE PENSIONES),023,Funcionamiento
400000000.0,150102,1501,15,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Defensa y policía,Ministerio de defensa nacional,DISMINUCIÓN DE PASIVOS,07,CESANTÍAS,01,,,,,Funcionamiento
80000000.0,150102,1501,15,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Defensa y policía,Ministerio de defensa nacional,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,IMPUESTOS ,01,,,,,Funcionamiento
520000000.0,150102,1501,15,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Defensa y policía,Ministerio de defensa nacional,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,TASAS Y DERECHOS ADMINISTRATIVOS,03,,,,,Funcionamiento
26698354893.0,150102,1501,15,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Defensa y policía,Ministerio de defensa nacional,,,,,,,,,Inversión
6080060675987.0,150103,1501,15,MINISTERIO DE DEFENSA NACIONAL - EJÉRCITO,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
1921655997423.0,150103,1501,15,MINISTERIO DE DEFENSA NACIONAL - EJÉRCITO,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
3208554199584.0,150103,1501,15,MINISTERIO DE DEFENSA NACIONAL - EJÉRCITO,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
21592335500.0,150103,1501,15,MINISTERIO DE DEFENSA NACIONAL - EJÉRCITO,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,02,SALARIO,01,,,Funcionamiento
5833444400.0,150103,1501,15,MINISTERIO DE DEFENSA NACIONAL - EJÉRCITO,Defensa y policía,Ministerio de defensa nacional,GASTOS DE PERSONAL,01,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,02,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
