Cuenta,Subcuenta,Objeto,Ordinal,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n,Año,Indice_base_2025,TOTAL_const
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,50000000.0,2301,Funcionamiento,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,08,04,01,,2019,68.50103299557757,72991600.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,6000000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,02,01,,,2019,68.50103299557757,8758992.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,8910256841.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,02,02,,,2019,68.50103299557757,13007478064.710712
TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,A ORGANIZACIONES INTERNACIONALES ,UNION INTERNACIONAL DE TELECOMUNICACIONES-UIT-LEY 252 DE 1995,1010263337.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,03,02,02,014,2019,68.50103299557757,1474814747.779384
TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,A ORGANIZACIONES INTERNACIONALES ,"UNION POSTAL DE LAS AMERICAS, ESPANA Y PORTUGAL. UPAEP. (LEYES 60 DE 1973 Y 50 DE 1977)",116888340.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,03,02,02,093,2019,68.50103299557757,170637339.15888
TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,A ORGANIZACIONES INTERNACIONALES ,UNION POSTAL UNIVERSAL. UPU. (LEY 19 DE 1978),163548323.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,03,02,02,094,2019,68.50103299557757,238753075.461736
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,TRANSFERIR A LA AGENCIA NACIONAL DEL ESPECTRO ARTICULO 31 LEY 1341 DE 2009 Y ARTICULO 6O. DEL DECRETO 4169 DE 2011,28657000000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,03,03,01,011,2019,68.50103299557757,41834405624.0
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,TRANSFERIR A LA SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO DECRETOS 1130 Y 1620 DE 1999 Y 2003.  LEYES 1341 Y 1369 DE 2009,3800621579.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,03,03,01,012,2019,68.50103299557757,5548269000.914728
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,TRANSFERENCIAS DE EXCEDENTES FINANCIEROS A LA NACIÓN (ART. 16 EOP),305505256044.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,03,03,04,006,2019,68.50103299557757,445986348941.2246
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,PLANES COMPLEMENTARIOS DE SALUD (NO DE PENSIONES),9931617000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,03,04,02,029,2019,68.50103299557757,14498492308.344
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,FALLOS NACIONALES,SENTENCIAS,2710126381.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,03,10,01,001,2019,68.50103299557757,3956329215.027992
TRANSFERENCIAS CORRIENTES,A EMPRESAS DIFERENTE DE SUBVENCIONES,INFORMACIÓN Y COMUNICACIONES,TRANSFERIR AL OPERADOR OFICIAL DE LOS SERVICIOS DE FRANQUICIA POSTAL Y TELEGRÁFICA,60328800000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,03,11,07,001,2019,68.50103299557757,88069912761.6
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,192000000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,08,01,,,2019,68.50103299557757,280287744.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,2866625100.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,08,04,01,,2019,68.50103299557757,4184791052.9832
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,7560000000.0,2309,Funcionamiento,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,,,01,01,01,,2019,68.50103299557757,11036329920.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,2327096000.0,2309,Funcionamiento,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,,,01,01,02,,2019,68.50103299557757,3397169207.872
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,,700833000.0,2309,Funcionamiento,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,,,01,01,04,,2019,68.50103299557757,1023098440.056
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,2735471000.0,2309,Funcionamiento,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,,,02,02,,,2019,68.50103299557757,3993328100.872
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,PROVISIÓN PARA GASTOS INSTITUCIONALES Y/O SECTORIALES CONTINGENTES- PREVIO CONCEPTO DGPPN,456000000.0,2309,Funcionamiento,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,,,03,03,04,007,2019,68.50103299557757,665683392.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,PLANES COMPLEMENTARIOS DE SALUD (NO DE PENSIONES),9600000.0,2309,Funcionamiento,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,,,03,04,02,029,2019,68.50103299557757,14014387.2
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,FALLOS NACIONALES,SENTENCIAS,107000000.0,2309,Funcionamiento,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,,,03,10,01,001,2019,68.50103299557757,156202024.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,101000000.0,2309,Funcionamiento,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,,,08,01,,,2019,68.50103299557757,147443032.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,5852140506.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,01,01,01,,2019,68.50103299557757,8543141979.154992
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,2129272000.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,01,01,02,,2019,68.50103299557757,3108379402.304
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,2314117054.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,01,01,03,,2019,68.50103299557757,3378222127.174928
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,,870362406.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,01,01,04,,2019,68.50103299557757,1270582891.875792
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,495201000.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,02,01,,,2019,68.50103299557757,722910266.232
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,1492105790.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,02,02,,,2019,68.50103299557757,2178223779.62728
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,A LA COMISIÓN DE REGULACIÓN DE COMUNICACIONES - CRC.  ARTICULO 20 LEY 1978 DE 2019,4500000000.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,03,03,01,004,2019,68.50103299557757,6569244000.0
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,FONDO DE CONTINGENCIAS DE LAS ENTIDADES ESTATALES,195016080.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,03,03,01,062,2019,68.50103299557757,284690714.09856004
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,PROVISIÓN PARA GASTOS INSTITUCIONALES Y/O SECTORIALES CONTINGENTES- PREVIO CONCEPTO DGPPN,354000000.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,03,03,04,007,2019,68.50103299557757,516780528.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),92000000.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,03,04,02,012,2019,68.50103299557757,134304544.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,FALLOS NACIONALES,CONCILIACIONES,110000000.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,03,10,01,002,2019,68.50103299557757,160581520.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,FALLOS NACIONALES,LAUDOS ARBITRALES,100000000.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,03,10,01,003,2019,68.50103299557757,145983200.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,42436000.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,08,01,,,2019,68.50103299557757,61949430.752
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,515000000.0,2310,Funcionamiento,Autoridad nacional de televisión antv,23,Tecnologías de la información y las comunicaciones,,,08,04,01,,2019,68.50103299557757,751813480.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,14340000.0,2311,Funcionamiento,Computadores para educar (cpe),23,Tecnologías de la información y las comunicaciones,,,02,01,,,2019,68.50103299557757,20933990.88
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,14190191479.0,2311,Funcionamiento,Computadores para educar (cpe),23,Tecnologías de la información y las comunicaciones,,,02,02,,,2019,68.50103299557757,20715295607.171528
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,FALLOS NACIONALES,SENTENCIAS,1598854497.0,2311,Funcionamiento,Computadores para educar (cpe),23,Tecnologías de la información y las comunicaciones,,,03,10,01,001,2019,68.50103299557757,2334058958.064504
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,FALLOS NACIONALES,CONCILIACIONES,1145503.0,2311,Funcionamiento,Computadores para educar (cpe),23,Tecnologías de la información y las comunicaciones,,,03,10,01,002,2019,68.50103299557757,1672241.935496
GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,ADQUISICIÓN DE SERVICIOS,SERVICIOS PRESTADOS A LAS EMPRESAS Y SERVICIOS DE PRODUCCIÓN ,812948920.0,2311,Funcionamiento,Computadores para educar (cpe),23,Tecnologías de la información y las comunicaciones,,,05,01,02,008,2019,68.50103299557757,1186768847.78144
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,565939081.0,2311,Funcionamiento,Computadores para educar (cpe),23,Tecnologías de la información y las comunicaciones,,,08,04,01,,2019,68.50103299557757,826175980.494392
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,25174000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,01,01,01,,2019,68.50103299557757,36749810768.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,9011000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,01,01,02,,2019,68.50103299557757,13154546152.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,2050000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,01,01,03,,2019,68.50103299557757,2992655600.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,50000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,02,01,,,2019,68.50103299557757,72991600.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,22118733748.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,02,02,,,2019,68.50103299557757,32289635324.810337
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,CONVENIO POLICÍA NACIONAL - DIVISIÓN CARRETERAS,515000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,03,03,01,030,2019,68.50103299557757,751813480.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES (DE PENSIONES),4032000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,03,04,02,001,2019,68.50103299557757,5886042624.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),28000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,03,04,02,002,2019,68.50103299557757,40875296.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,APORTES PREVISIÓN PENSIONES VEJEZ JUBILADOS (DE PENSIONES),465000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,03,04,02,010,2019,68.50103299557757,678821880.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,FALLOS NACIONALES,SENTENCIAS,2176000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,03,10,01,001,2019,68.50103299557757,3176594432.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,1163000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,08,01,,,2019,68.50103299557757,1697784616.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,408000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,08,04,01,,2019,68.50103299557757,595611456.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,1933000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,01,01,01,,2019,68.50103299557757,2821855256.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,822000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,01,01,02,,2019,68.50103299557757,1199981904.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,685000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,01,01,03,,2019,68.50103299557757,999984920.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,2083906626.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,02,02,,,2019,68.50103299557757,3042153577.646832
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,FALLOS NACIONALES,SENTENCIAS,149000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,03,10,01,001,2019,68.50103299557757,217514968.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,181000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,08,01,,,2019,68.50103299557757,264229592.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,221000000.0,2401,Funcionamiento,Ministerio de transporte,24,Transporte,,,08,04,01,,2019,68.50103299557757,322622872.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,37842057542.0,2402,Funcionamiento,Instituto nacional de vías,24,Transporte,,,01,01,01,,2019,68.50103299557757,55243046545.65295
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,15189260579.0,2402,Funcionamiento,Instituto nacional de vías,24,Transporte,,,01,01,02,,2019,68.50103299557757,22173768649.56273
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,5620228520.0,2402,Funcionamiento,Instituto nacional de vías,24,Transporte,,,01,01,03,,2019,68.50103299557757,8204589440.80864
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,5500000.0,2402,Funcionamiento,Instituto nacional de vías,24,Transporte,,,02,01,,,2019,68.50103299557757,8029076.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,39642792758.0,2402,Funcionamiento,Instituto nacional de vías,24,Transporte,,,02,02,,,2019,68.50103299557757,57871817437.49666
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),317265986.0,2402,Funcionamiento,Instituto nacional de vías,24,Transporte,,,03,04,02,012,2019,68.50103299557757,463155038.874352
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,FALLOS NACIONALES,SENTENCIAS,77448404915.0,2402,Funcionamiento,Instituto nacional de vías,24,Transporte,,,03,10,01,001,2019,68.50103299557757,113061659843.87428
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,FALLOS NACIONALES,CONCILIACIONES,5000000000.0,2402,Funcionamiento,Instituto nacional de vías,24,Transporte,,,03,10,01,002,2019,68.50103299557757,7299160000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,56629955137.0,2402,Funcionamiento,Instituto nacional de vías,24,Transporte,,,08,01,,,2019,68.50103299557757,82670220667.55699
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,5746548500.0,2402,Funcionamiento,Instituto nacional de vías,24,Transporte,,,08,04,01,,2019,68.50103299557757,8388995389.852
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",,,2500000.0,2402,Funcionamiento,Instituto nacional de vías,24,Transporte,,,08,05,,,2019,68.50103299557757,3649580.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,169998000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,01,01,01,,2019,68.50103299557757,248168520336.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,76452000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,01,01,02,,2019,68.50103299557757,111607076064.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,70996000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,01,01,03,,2019,68.50103299557757,103642232672.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,,10476000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,01,01,04,,2019,68.50103299557757,15293200032.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,3029000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,02,01,,,2019,68.50103299557757,4421831128.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,37001790543.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,02,02,,,2019,68.50103299557757,54016397891.96878
TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,A ORGANIZACIONES INTERNACIONALES ,COMISIÓN LATINOAMERICANA DE AVIACIÓN CIVIL- CLAC. - LEY 622/2000,72000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,03,02,02,120,2019,68.50103299557757,105107904.0
TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,A ORGANIZACIONES INTERNACIONALES ,ORGANIZACIÓN DE AVIACIÓN CIVIL INTERNACIONAL -OACI - LEY 12 DE 1947,852000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,03,02,02,121,2019,68.50103299557757,1243776864.0
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,FONDO DE CONTINGENCIAS DE LAS ENTIDADES ESTATALES,1987000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,03,03,01,062,2019,68.50103299557757,2900686184.0
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,TRANSFERENCIAS DE EXCEDENTES FINANCIEROS A LA NACIÓN (ART. 16 EOP),144000000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,03,03,04,006,2019,68.50103299557757,210215808000.0
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,PROVISIÓN PARA GASTOS INSTITUCIONALES Y/O SECTORIALES CONTINGENTES- PREVIO CONCEPTO DGPPN,46943000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,03,03,04,007,2019,68.50103299557757,68528893576.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,FALLOS NACIONALES,SENTENCIAS,23333000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,03,10,01,001,2019,68.50103299557757,34062260056.0
GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,ADQUISICIÓN DE SERVICIOS,"SERVICIOS FINANCIEROS Y SERVICIOS CONEXOS, SERVICIOS INMOBILIARIOS Y SERVICIOS DE ARRENDAMIENTO Y LEASING",21739000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,05,01,02,007,2019,68.50103299557757,31735287848.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,157000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,08,01,,,2019,68.50103299557757,229193624.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,1423000000.0,2412,Funcionamiento,Unidad administrativa especial de la aeronáutica civil,24,Transporte,,,08,04,01,,2019,68.50103299557757,2077340936.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,26899000000.0,2413,Funcionamiento,Agencia nacional de infraestructura,24,Transporte,,,01,01,01,,2019,68.50103299557757,39268020968.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,9940000000.0,2413,Funcionamiento,Agencia nacional de infraestructura,24,Transporte,,,01,01,02,,2019,68.50103299557757,14510730080.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,4924000000.0,2413,Funcionamiento,Agencia nacional de infraestructura,24,Transporte,,,01,01,03,,2019,68.50103299557757,7188212768.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,,3575000000.0,2413,Funcionamiento,Agencia nacional de infraestructura,24,Transporte,,,01,01,04,,2019,68.50103299557757,5218899400.0
