Cuenta,Subcuenta,Objeto,Ordinal,Aporte nacional,Recursos propios,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n,Año,Indice_base_2025,apropiaciones_constantes_2025
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Convenio de rotterdam para la aplicacion del procedimiento del consentimiento fundamentado previo a ciertos plaguicidas y productos quimicos peligrosos objeto de comercio internacional (ley 1159 de 2007),26000000.0,,26000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,36.0,2019,68.50103299557757,379556.32
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Corte penal internacional.cpi.  (ley 742 de 2002),2841000000.0,,2841000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,38.0,2019,68.50103299557757,41473827.12
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Cuota concordataria. (ley 20 de 1974),56000000.0,,56000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,40.0,2019,68.50103299557757,817505.92
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Decision del consejo de la organización para la cooperacion y el desarrollo economico ocde. (decreto 2608 de 2010),8000000.0,,8000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,41.0,2019,68.50103299557757,116786.56
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion de las naciones unidas para el desarrollo industrial. onudi. (ley 46 de 1980),1056000000.0,,1056000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,42.0,2019,68.50103299557757,15415825.92
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Fondo convenio viena proteccion capa de ozono. (ley 30 de 1990),2000000.0,,2000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,43.0,2019,68.50103299557757,29196.64
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Fondo de patrimonio mundial. (ley 45 de 1983).,32000000.0,,32000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,45.0,2019,68.50103299557757,467146.24
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Fondo fiduciario para el plan de accion del pacifico sudeste. (ley 13 de 1945),400000.0,,400000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,48.0,2019,68.50103299557757,5839.3279999999995
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Fondo fiduciario para el programa ambiental del caribe. (ley 13 de 1945),210000000.0,,210000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,49.0,2019,68.50103299557757,3065647.1999999997
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Instituto interamericano de cooperacion para la agricultura. iica. (ley 72 de 1979),2646000000.0,,2646000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,54.0,2019,68.50103299557757,38627154.72
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Instituto interamericano para la unificacion del derecho privado. unidroit. (ley 32 de 1992),73000000.0,,73000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,55.0,2019,68.50103299557757,1065677.3599999999
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Instituto italo latinoamericano de roma. iila. (ley 17 de 1967),36000000.0,,36000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,56.0,2019,68.50103299557757,525539.52
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Instituto latinoamericano de planificacion economica y social ilpes. (ley 13 de 1945),245000000.0,,245000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,57.0,2019,68.50103299557757,3576588.4
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Instituto para la integracion de america latina. intal. (ley 102 de 1959),168000000.0,,168000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,59.0,2019,68.50103299557757,2452517.76
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Naciones unidas para todas las operaciones de mantenimiento de la paz. omp. ley 13 de 1945,18685500000.0,,18685500000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,60.0,2019,68.50103299557757,272776908.36
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organismo internacional de energía atómica. oiea. (ley 16/1960),7033000000.0,,7033000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,61.0,2019,68.50103299557757,102669984.56
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,"Organizacion de estados americanos oea. fondo regular. (ley 1 de 1951, ley 77 de 1986)",4278000000.0,,4278000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,63.0,2019,68.50103299557757,62451612.96
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion de las naciones unidas para la agricultura y la alimentacion. aporte convenio internacional. fao. (ley 181 de 1948),252000000.0,,252000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,65.0,2019,68.50103299557757,3678776.64
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,"Organizacion de las naciones unidas para la educacion, la ciencia y la cultura. unesco. (ley 8 de 1947)",6524000000.0,,6524000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,66.0,2019,68.50103299557757,95239439.67999999
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion de las naciones unidas. onu. (ley 13 de 1945),13687000000.0,,13687000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,67.0,2019,68.50103299557757,199807205.84
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion internacional hidrografica. oih. (ley 408 de 1997),7000000.0,,7000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,69.0,2019,68.50103299557757,102188.24
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion latinoamericana de energia. olade. (ley 6 de 1976),144000000.0,,144000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,71.0,2019,68.50103299557757,2102158.08
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion metereologica mundial. omm. (ley 36 de 1961),673000000.0,,673000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,73.0,2019,68.50103299557757,9824669.36
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion mundial de la salud. oms. (ley 19 de 1959),8942000000.0,,8942000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,74.0,2019,68.50103299557757,130538177.44
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion panamericana de la salud.ops.  (ley 51 de 1931),4868000000.0,,4868000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,75.0,2019,68.50103299557757,71064621.76
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion para la proscripcion de las armas nucleares en america latina. opanal. (ley 45 de 1971),64000000.0,,64000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,76.0,2019,68.50103299557757,934292.48
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Parlamento andino. (ley 94 de 1985),153000000.0,,153000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,77.0,2019,68.50103299557757,2233542.96
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Protocolo de enmienda al tratado de cooperacion amazonica - ley 690 de 2001,2566000000.0,,2566000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,83.0,2019,68.50103299557757,37459289.12
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Protocolo de kyoto de la convencion marco de las naciones unidas. ley 629/2000 y decreto 1546/2005,115000000.0,,115000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,84.0,2019,68.50103299557757,1678806.8
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Secretaria general iberoamerica. (ley 1140 de 2007),6100000.0,,6100000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,85.0,2019,68.50103299557757,89049.752
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Sistema economico latinoamericano. sela. (ley 15 de 1979),1195000000.0,,1195000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,86.0,2019,68.50103299557757,17444992.4
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Subcomision regional para el caribe y regiones adyacentes. iocaribe. (ley 76 de 1988),73000000.0,,73000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,87.0,2019,68.50103299557757,1065677.3599999999
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,"Tribunal internacional para el enjuiciamiento de los presuntos responsables de las violaciones graves del derecho internacional humanitario, cometidas en el territorio de la ex yugoslavia desde 1991.(ley 13 de 1945)",300000000.0,,300000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,89.0,2019,68.50103299557757,4379496.0
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,"Tribunal penal internacional para el enjuiciamiento de los presuntos responsables del genocidio y otras violaciones graves del derecho internacional humanitario,cometidos en el territorio de rwanda y de los ciudadanos rwandeses",66000000.0,,66000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,90.0,2019,68.50103299557757,963489.12
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Union de naciones suramericanas unasur (ley 1440 de 2011),4212000000.0,,4212000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,92.0,2019,68.50103299557757,61488123.839999996
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,"Union postal de las americas, espana y portugal. upaep. (leyes 60 de 1973 y 50 de 1977)",2000000.0,,2000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,93.0,2019,68.50103299557757,29196.64
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Estatuto de la agencia internacional de energías renovables - irena (ley 1665 / 2013),4000000.0,,4000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,134.0,2019,68.50103299557757,58393.28
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Fondos binacionales,12236000000.0,,12236000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,136.0,2019,68.50103299557757,178625043.52
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Plan de promocion de colombia en el exterior,,7000000000.0,7000000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,3.0,1.0,52.0,2019,68.50103299557757,102188240.0
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,60000000000.0,,60000000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,3.0,1.0,999.0,2019,68.50103299557757,875899200.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,803000000.0,803000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,8.0,1.0,,,2019,68.50103299557757,11722450.959999999
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,10000000.0,10000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,8.0,3.0,,,2019,68.50103299557757,145983.2
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,457000000.0,457000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,8.0,4.0,1.0,,2019,68.50103299557757,6671432.24
"Posicionamiento en instancias globales, multilaterales, regionales y subregionales",Relaciones exteriores,"Mejoramiento de capacidades locales en las casas lúdicas en el marco del programa integral niños, niñas y adolescentes con oportunidades  nacional",,700000000.0,,700000000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1102.0,1002.0,2.0,,2019,68.50103299557757,10218824.0
Política migratoria y servicio al ciudadano,Relaciones exteriores,Fortalecimiento del ministerio de relaciones exteriores para la atención de las víctimas en el exterior  nacional,,1668625080.0,,1668625080.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1103.0,1002.0,4.0,,2019,68.50103299557757,24359122.8778656
Política migratoria y servicio al ciudadano,Relaciones exteriores,Fortalecimiento de la oferta institucional  para la vinculación y atención de los colombianos en el exterior  nacional,,3000000000.0,,3000000000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1103.0,1002.0,5.0,,2019,68.50103299557757,43794960.0
Política migratoria y servicio al ciudadano,Relaciones exteriores,Fortalecimiento de estrategias de acompañamiento al retorno de connacionales procedentes del exterior  nacional,,2150000000.0,,2150000000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1103.0,1002.0,6.0,,2019,68.50103299557757,31386388.0
Soberanía territorial y desarrollo fronterizo,Relaciones exteriores,"Fortalecimiento del plan fronteras para la prosperidad: impulsar el desarrollo en las zonas de frontera.  amazonas, putumayo, la guajira, san andres y providencia, boyacá, norte de santander, chocó, nariño, arauca, guainía, vaupés, vichada, cesar",,3652414687.0,,3652414687.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1104.0,1002.0,2.0,,2019,68.50103299557757,53319118.373525836
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Fortalecimiento de la gestión documental en el ministerio de relaciones exteriores y su fondo rotatorio  bogotá,,300000000.0,,300000000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1199.0,1002.0,3.0,,2019,68.50103299557757,4379496.0
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Mejoramiento tecnológico del ministerio de relaciones exteriores  nacional,,2721927772.0,,2721927772.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1199.0,1002.0,4.0,,2019,68.50103299557757,39735572.63254304
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Fortalecimiento de la infraestructura del ministerio de relaciones exteriores para el desarrollo de los procesos misionales  nacional,,2500000000.0,,2500000000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1199.0,1002.0,5.0,,2019,68.50103299557757,36495800.0
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Fortalecimiento del modelo integral de capacitación de los funcionarios del ministerio de relaciones exteriores  nacional,,400000000.0,,400000000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1199.0,1002.0,6.0,,2019,68.50103299557757,5839328.0
Gastos de personal,Planta de personal permanente,Salario,,58083000000.0,,58083000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1.0,1.0,1.0,,2019,68.50103299557757,847914220.56
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,22285000000.0,,22285000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1.0,1.0,2.0,,2019,68.50103299557757,325323561.2
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2479000000.0,194000000.0,2673000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1.0,1.0,3.0,,2019,68.50103299557757,39021309.36
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,84000000.0,84000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,2.0,1.0,,,2019,68.50103299557757,1226258.88
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,1497000000.0,20401000000.0,21898000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,2.0,2.0,,,2019,68.50103299557757,319674011.36
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Deportacion a extranjeros,640000000.0,,640000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,3.0,3.0,1.0,56.0,2019,68.50103299557757,9342924.8
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,600000000.0,,600000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,3.0,10.0,1.0,1.0,2019,68.50103299557757,8758992.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,250000000.0,250000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,8.0,1.0,,,2019,68.50103299557757,3649580.0
"Gastos por tributos, multas, sanciones e intereses de mora",Estampillas,,,,5000000.0,5000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,8.0,2.0,,,2019,68.50103299557757,72991.6
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,12000000.0,12000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,8.0,3.0,,,2019,68.50103299557757,175179.84
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,157000000.0,157000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,8.0,4.0,1.0,,2019,68.50103299557757,2291936.2399999998
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Contribución nacional de valorización,,,20000000.0,20000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,8.0,4.0,3.0,,2019,68.50103299557757,291966.4
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,,2000000.0,2000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,8.0,5.0,,,2019,68.50103299557757,29196.64
Política migratoria y servicio al ciudadano,Relaciones exteriores,Fortalecimiento de la infraestructura destinada a la prestación del servicio migratorio a nivel  nacional,,477000000.0,423000000.0,900000000.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1103.0,1002.0,2.0,,2019,68.50103299557757,13138488.0
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Fortalecimiento del programa de gestión y conservación documental a nivel nacional.,,170000000.0,1550000000.0,1720000000.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1199.0,1002.0,8.0,,2019,68.50103299557757,25109110.4
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Consolidación del modelo integral de capacitación por competencias de los funcionarios de migración colombia.  nacional,,150000000.0,600000000.0,750000000.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1199.0,1002.0,9.0,,2019,68.50103299557757,10948740.0
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Optimización de servicios tecnológicos para la atención de los procesos migratorios a nivel nacional.,,20746154593.0,11377000000.0,32123154593.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1199.0,1002.0,10.0,,2019,68.50103299557757,468944090.15808374
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Consolidación de las capacidades institucionales del servicio migratorio a nivel   nacional,,4710000000.0,230000000.0,4940000000.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1199.0,1002.0,11.0,,2019,68.50103299557757,72115700.8
Gastos de personal,Planta de personal permanente,Salario,,20569700000.0,,20569700000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1.0,1.0,1.0,,2019,68.50103299557757,300283062.904
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,7407900000.0,,7407900000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1.0,1.0,2.0,,2019,68.50103299557757,108142894.728
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,3309800000.0,,3309800000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1.0,1.0,3.0,,2019,68.50103299557757,48317519.536
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,45000000.0,,45000000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,2.0,1.0,,,2019,68.50103299557757,656924.4
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,7264937364.0,,7264937364.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,2.0,2.0,,,2019,68.50103299557757,106055880.41962847
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Acuerdo de cooperacion entre el instituto latinoamericano de las naciones unidas para la prevencion del delito y el tratamiento del delincuente - ilanud (ley 43 de 1989),29000000.0,,29000000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,2.0,2.0,104.0,2019,68.50103299557757,423351.27999999997
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion para la cooperacion y el desarrollo economico ocde-articulo 47 ley 1450 de 2011,59000000.0,,59000000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,2.0,2.0,105.0,2019,68.50103299557757,861300.88
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Tratado constitutivo de la conferencia de ministros de justicia de los paises iberoamericanos (ley 176 de 1994),245000000.0,,245000000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,2.0,2.0,106.0,2019,68.50103299557757,3576588.4
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo para la lucha contra las drogas,11204500000.0,,11204500000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,3.0,1.0,28.0,2019,68.50103299557757,163566876.44
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,"Fondo para la rehabilitacion, inversion social y lucha contra el crimen organizado",21851000000.0,,21851000000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,3.0,1.0,63.0,2019,68.50103299557757,318987890.32
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Apoyo al funcionamiento del mecanismo independiente de discapacidad - artículo 30. ley 1618 de 2013,248900000.0,,248900000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,3.0,1.0,65.0,2019,68.50103299557757,3633521.8479999998
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,3037000000.0,,3037000000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,3.0,1.0,999.0,2019,68.50103299557757,44335097.839999996
Transferencias corrientes,Prestaciones sociales,Prestaciones de asistencia social,Atencion integral a la poblacion desplazada en cumplimiento de la sentencia t-025 de 2004 (no de pensiones),3759000000.0,,3759000000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,4.0,1.0,12.0,2019,68.50103299557757,54875084.88
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),90000000.0,,90000000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,4.0,2.0,12.0,2019,68.50103299557757,1313848.8
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,690900000.0,,690900000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,10.0,1.0,1.0,2019,68.50103299557757,10085979.288
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,35000000.0,,35000000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,10.0,1.0,2.0,2019,68.50103299557757,510941.2
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,113700000.0,,113700000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,8.0,1.0,,,2019,68.50103299557757,1659828.984
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,149200000.0,,149200000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,8.0,4.0,1.0,,2019,68.50103299557757,2178069.344
"Fortalecimiento del principio de seguridad jurídica, divulgación y depuración del ordenamiento jurídico",Intersubsectorial justicia,"Fortalecimiento del principio de seguridad jurídica,   nacional",,704788008.0,,704788008.0,1201,Inversión,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1201.0,800.0,1.0,,2019,68.50103299557757,10288720.87294656
