Cuenta,Subcuenta,Objeto,Ordinal,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n,Año,Indice_base_2025,TOTAL_const
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Apoyo a la promocion de la economia circular y la eficiencia en el uso de los recursos en las empresas a nivel   nacional,,1000000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3502.0,200.0,19.0,,2019,68.50103299557757,1459832000.0
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Fortalecimiento de la política de productividad y competitividad a nivel  nacional,,7200000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3502.0,200.0,20.0,,2019,68.50103299557757,10510790400.0
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Apoyo para el acceso a los mercados de las unidades productivas de la población víctima del conflicto armado  nacional,,14973355723.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3502.0,200.0,21.0,,2019,68.50103299557757,21858583831.81853
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Apoyo al sector turístico para la promoción y competitividad ley 1101 de 2006 a nivel   nacional,,96004000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3502.0,200.0,22.0,,2019,68.50103299557757,140149711328.0
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Apoyo para el fomento y promoción de la sofisticación e innovación en las mipymes colombianas.  nacional,,3500000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3502.0,200.0,23.0,,2019,68.50103299557757,5109412000.0
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Fortalecimiento de los estándares de calidad en la infraestructura productiva nacional a partir del reconocimiento y desarrollo nacional e internacional del subsistema nacional de la calidad   nacional,,5000000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3502.0,200.0,24.0,,2019,68.50103299557757,7299160000.0
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Implementación registro sustancias químicas de uso industrial a nivel  nacional,,180000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3503.0,200.0,4.0,,2019,68.50103299557757,262769760.0
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,"Actualización de la normatividad sobre contabilidad, información financiera y aseguramiento de la información de aceptación mundial, en el marco de las mejores prácticas y rápida evolución de los negocios a nivel  nacional",,300000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3503.0,200.0,5.0,,2019,68.50103299557757,437949600.0
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Mejoramiento en la aplicación y convergencia hacia estándares internacionales de información financiera y de aseguramiento de la información a nivel   nacional,,140000557.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3503.0,200.0,6.0,,2019,68.50103299557757,204377293.126424
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,"Desarrollo de acciones para fortalecer la gestión misional del ministerio de comercio, industria y turismo a nivel  nacional",,1390754503.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3599.0,200.0,2.0,,2019,68.50103299557757,2030267927.623496
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Asistencia para procesos de análisis sectorial  de turismo por parte de mincit a nivel   nacional,,1000000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3599.0,200.0,3.0,,2019,68.50103299557757,1459832000.0
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Innovación de las tecnologías de información en el instituto de metrologia  nacional,,2180700116.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3599.0,200.0,4.0,,2019,68.50103299557757,3183455811.740512
Internacionalización de la economía,Intersubsectorial industria y comercio,Fortalecimiento de los servicios brindados a los usuarios de comercio exterior a nivel  nacional,,5200000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3501.0,200.0,2.0,,2019,68.50103299557757,7591126400.0
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Desarrollo de la oferta de servicios en metrología física en el ámbito  nacional,,2870642813.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3502.0,200.0,7.0,,2019,68.50103299557757,4190656238.987416
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Fortalecimiento de la gestión del conocimiento artesanal a nivel  nacional,,752000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3502.0,200.0,8.0,,2019,68.50103299557757,1097793664.0
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,"Fortalecimiento de la actividad artesanal, una alternativa de desarrollo económico local y regional 2019-2023  nacional",,9100000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3502.0,200.0,9.0,,2019,68.50103299557757,13284471200.0
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,"Apoyo y fomento a la actividad artesanal de las comunidades o grupos étnicos, como expresión de sus economías propias a nivel  nacional",,975000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3502.0,200.0,10.0,,2019,68.50103299557757,1423336200.0
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Incremento de la competitividad e inclusión productiva de la población artesana victima y vulnerable del país  nacional,,1095500000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3502.0,200.0,11.0,,2019,68.50103299557757,1599245956.0
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Innovación de las tecnologías de información en el instituto de metrologia  nacional,,2527000000.0,3501,Inversión,"Ministerio de comercio, industria y turismo",35,"Comercio, industria y turismo",,,3599.0,200.0,4.0,,2019,68.50103299557757,3688995464.0
Gastos de personal,Planta de personal permanente,Salario,,45286755000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,1.0,1.0,1.0,,2019,68.50103299557757,66111054125.16
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,15062215000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,1.0,1.0,2.0,,2019,68.50103299557757,21988303447.88
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,5810136000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,1.0,1.0,3.0,,2019,68.50103299557757,8481822457.152
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,2191802000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,1.0,1.0,4.0,,2019,68.50103299557757,3199662697.264
Gastos de personal,Personal supernumerario y planta temporal,Salario,,44628000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,1.0,2.0,1.0,,2019,68.50103299557757,65149382.496
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,8073000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,1.0,2.0,2.0,,2019,68.50103299557757,11785223.736
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,2799000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,1.0,2.0,3.0,,2019,68.50103299557757,4086069.768
Gastos de personal,Personal supernumerario y planta temporal,Otros gastos de personal - previo concepto dgppn,,1832000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,1.0,2.0,4.0,,2019,68.50103299557757,2674412.224
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,21105000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,2.0,1.0,,,2019,68.50103299557757,30809754.36
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,10373674249.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,2.0,2.0,,,2019,68.50103299557757,15143821626.266169
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Mesadas pensionales de la superintendencia de sociedades a través del fopep,12464178000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,3.0,1.0,76.0,2019,68.50103299557757,18195605898.096
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Provisión para gastos institucionales y/o sectoriales contingentes- previo concepto dgppn,2763944000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,3.0,4.0,7.0,2019,68.50103299557757,4034893897.408
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),717100000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,2.0,2019,68.50103299557757,1046845527.2
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),21000000000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,4.0,2019,68.50103299557757,30656472000.0
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),417248000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,12.0,2019,68.50103299557757,609111982.336
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Aporte prevision social servicios medicos (no de pensiones),2570000000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,15.0,2019,68.50103299557757,3751768240.0
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Programa de credito de vivienda para los empleados de la superintendencia de sociedades (decreto 1695 de 1997) (no de pensiones),1885000000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,33.0,2019,68.50103299557757,2751783320.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,775900000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,10.0,1.0,1.0,2019,68.50103299557757,1132683648.8
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,1000000000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,10.0,1.0,2.0,2019,68.50103299557757,1459832000.0
Transferencias corrientes,A empresas,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Subsidio liquidaciones leyes 550 de 1999 y 1116 de 2006.,2000000000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,11.0,3.0,1.0,2019,68.50103299557757,2919664000.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,206000000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,8.0,1.0,,,2019,68.50103299557757,300725392.0
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,199908000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,8.0,4.0,1.0,,2019,68.50103299557757,291832095.45600003
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Fortalecimiento de la competitividad de las sociedades del sector real a nivel  nacional,,345731040.0,3502,Inversión,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3502.0,200.0,2.0,,2019,68.50103299557757,504709235.58528
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Mejoramiento en la calidad de la gestión estratégica de la superintendencia de industria y comercio a nivel  nacional,,2540500000.0,3502,Inversión,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3599.0,200.0,8.0,,2019,68.50103299557757,3708703196.0
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Fortalecimiento interno de los procesos y de la infraestructura tecnológica de la superintendencia de sociedades a nivel  nacional,,9479948960.0,3502,Inversión,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3599.0,200.0,9.0,,2019,68.50103299557757,13839132850.17472
Gastos de personal,Planta de personal permanente,Salario,,40628002000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,1.0,1.0,1.0,,2019,68.50103299557757,59310057415.664
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,13022354000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,1.0,1.0,2.0,,2019,68.50103299557757,19010449084.528
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,3243609000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,1.0,1.0,3.0,,2019,68.50103299557757,4735124213.688
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,1870031000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,1.0,1.0,4.0,,2019,68.50103299557757,2729931094.7920003
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,10000000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,2.0,1.0,,,2019,68.50103299557757,14598320.0
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,12666328868.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,2.0,2.0,,,2019,68.50103299557757,18490712204.030174
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Convencion del metro - oficina internacional de pesas y medidas - bipm. ley 1512 de 2012,81269000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,2.0,2.0,97.0,2019,68.50103299557757,118639086.808
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion para la cooperacion y el desarrollo economico ocde-articulo 47 ley 1450 de 2011,206493000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,2.0,2.0,105.0,2019,68.50103299557757,301445089.176
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Provisión para gastos institucionales y/o sectoriales contingentes- previo concepto dgppn,1446200000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,3.0,4.0,7.0,2019,68.50103299557757,2111209038.4
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),418365000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,1.0,2019,68.50103299557757,610742614.6800001
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),128770000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,12.0,2019,68.50103299557757,187982566.64
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Aporte prevision social servicios medicos (no de pensiones),626000000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,15.0,2019,68.50103299557757,913854832.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,2060000000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,10.0,1.0,1.0,2019,68.50103299557757,3007253920.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,2060000000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,10.0,1.0,2.0,2019,68.50103299557757,3007253920.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,51500000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,8.0,1.0,,,2019,68.50103299557757,75181348.0
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,236758000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,8.0,4.0,1.0,,2019,68.50103299557757,345626904.656
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Incremento de la cobertura de los servicios de la red nacional de protección al consumidor en el territorio  nacional,,39427254112.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,9.0,,2019,68.50103299557757,57557167224.82919
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Mejoramiento del control y vigilancia a las cámaras de comercio y comerciantes a nivel  nacional,,909785125.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,10.0,,2019,68.50103299557757,1328133438.599
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Fortalecimiento de la función jurisdiccional de la superintendencia de industria y comercio a nivel  nacional,,3601793401.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,11.0,,2019,68.50103299557757,5258013264.1686325
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Fortalecimiento de la protección de datos personales a nivel  nacional,,2591894878.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,12.0,,2019,68.50103299557757,3783731083.540496
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Fortalecimiento del régimen de protección de la libre competencia económica en los mercados a nivel  nacional,,8032499000.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,13.0,,2019,68.50103299557757,11726099080.168
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Fortalecimiento de la atención y promoción de trámites y servicios en el marco del sistema de propiedad industrial a nivel  nacional,,8791562000.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,14.0,,2019,68.50103299557757,12834203537.584
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Mejoramiento en la ejecución de las funciones asignadas en materia de protección al consumidor a nivel  nacional,,5305076993.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,15.0,,2019,68.50103299557757,7744521156.845177
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,"Fortalecimiento de la función de inspección, control y vigilancia de la superintendencia de industria y comercio en el marco del subsistema nacional de calidad, el régimen de control de precios y el sector valuatorio a nivel  nacional",,4769339865.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,16.0,,2019,68.50103299557757,6962434953.80268
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Innovación de las tecnologías de información en el instituto de metrologia  nacional,,30262520191.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3599.0,200.0,4.0,,2019,68.50103299557757,44178195375.46791
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,"Construcción , adecuación y sostenibilidad de las sedes del instituto nacional de metrología  nacional",,28050706799.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3599.0,200.0,5.0,,2019,68.50103299557757,40949319407.79777
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Mejoramiento de los sistemas de información y servicios tecnológicos de la superintendencia de industria y comercio en el territorio  nacional,,25661863246.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3599.0,200.0,6.0,,2019,68.50103299557757,37462009146.134674
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Mejoramiento de la infraestructura física de la sede de la superintendencia de industria y comercio en  bogotá,,773529015.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3599.0,200.0,7.0,,2019,68.50103299557757,1129222409.02548
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Mejoramiento en la calidad de la gestión estratégica de la superintendencia de industria y comercio a nivel  nacional,,3358394125.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3599.0,200.0,8.0,,2019,68.50103299557757,4902691212.287
Gastos de personal,Planta de personal permanente,Salario,,525527000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,1.0,1.0,1.0,,2019,68.50103299557757,767181131.464
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,194062000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,1.0,1.0,2.0,,2019,68.50103299557757,283297917.584
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,74683000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,1.0,1.0,3.0,,2019,68.50103299557757,109024633.256
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,26269000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,1.0,1.0,4.0,,2019,68.50103299557757,38348326.808
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,1050000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,2.0,1.0,,,2019,68.50103299557757,1532823.6
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,5049467483.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,2.0,2.0,,,2019,68.50103299557757,7371374214.642857
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Provisión para gastos institucionales y/o sectoriales contingentes- previo concepto dgppn,24914000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,3.0,3.0,4.0,7.0,2019,68.50103299557757,36370254.448
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),1757000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,12.0,2019,68.50103299557757,2564924.824
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,100000000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,3.0,10.0,1.0,1.0,2019,68.50103299557757,145983200.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,31119000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,8.0,1.0,,,2019,68.50103299557757,45428512.008
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,31907000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,8.0,4.0,1.0,,2019,68.50103299557757,46578859.624
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Servicio de inspección y vigilancia a contadores públicos y sociedades prestadoras de servicios contables  nacional,,2751129049.0,3504,Inversión,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,3503.0,200.0,1.0,,2019,68.50103299557757,4016186221.859768
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Innovación de las tecnologías de información en el instituto de metrologia  nacional,,2969689951.0,3504,Inversión,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,3599.0,200.0,4.0,,2019,68.50103299557757,4335248420.548232
Gastos de personal,Planta de personal permanente,Salario,,6242569000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,1.0,1.0,1.0,,2019,68.50103299557757,9113101988.408
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,2201371000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,1.0,1.0,2.0,,2019,68.50103299557757,3213631829.672
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,705333000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,1.0,1.0,3.0,,2019,68.50103299557757,1029667684.056
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,5000000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,2.0,1.0,,,2019,68.50103299557757,7299160.0
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,1916800000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,2.0,2.0,,,2019,68.50103299557757,2798205977.6
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Convencion del metro - oficina internacional de pesas y medidas - bipm. ley 1512 de 2012,200000000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3.0,2.0,2.0,97.0,2019,68.50103299557757,291966400.0
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Provisión para gastos institucionales y/o sectoriales contingentes- previo concepto dgppn,645446000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3.0,3.0,4.0,7.0,2019,68.50103299557757,942242725.072
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),46187000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,12.0,2019,68.50103299557757,67425260.584
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Aporte prevision social servicios medicos (no de pensiones),118000000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,15.0,2019,68.50103299557757,172260176.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,222424000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3.0,10.0,1.0,1.0,2019,68.50103299557757,324701672.768
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,91000000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,8.0,1.0,,,2019,68.50103299557757,132844712.0
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,29026000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,8.0,4.0,1.0,,2019,68.50103299557757,42373083.632
